"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","241","TC-API-16 | Each transaction has an amount field","chromium","2026-05-29","passed","2026-05-29","Block 4 — Transactions","api.spec.js","",""
"","1517","TC-PROF-10 | First name field is pre-filled","webkit","2026-06-05","passed","2026-06-05","Block 3 — Pre-filled Data","profile.spec.js","",""
"","1046","TC-LOAN-09 | Loan amount input accepts numeric value","chromium","2026-06-05","passed","2026-06-05","Block 3 — Account Dropdown","ADD_ON_loan.spec.js","",""
"","68040","TC-TRF-15 | Transfer link in left nav is visible after login","chromium","2026-06-05","passed","2026-06-05","Block 5 — Navigation","transfer.spec.js","",""
"","2294","TC-PROF-04 | First name input is visible","firefox","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","profile.spec.js","",""
"","1742","TC-TRF-11 | Decimal amount transfer is accepted","webkit","2026-06-05","passed","2026-06-05","Block 3 — Valid Transfer","transfer.spec.js","",""
"","73","TC-API-14 | Transactions response is an array","webkit","2026-06-05","passed","2026-06-05","Block 4 — Transactions","ADD_ON_api.spec.js","",""
"","1502","TC-PROF-05 | Last name input is visible","webkit","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","profile.spec.js","",""
"","1462","TC-LOAN-09 | Loan amount input accepts numeric value","firefox","2026-06-05","passed","2026-06-05","Block 3 — Account Dropdown","ADD_ON_loan.spec.js","",""
"","1266","TC-BILL-07 | Account number input is visible","firefox","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_bill.spec.js","",""
"","1259","TC-TRF-14 | Page content is visible after invalid submit","chromium","2026-06-05","passed","2026-06-05","Block 4 — Invalid Transfer","transfer.spec.js","",""
"","988","TC-LOAN-18 | From account dropdown has correct element id","chromium","2026-06-05","passed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_loan.spec.js","",""
"","2477","TC-ACCT-12 | Clicking overview link stays on overview page","firefox","2026-06-05","passed","2026-06-05","Block 4 — Navigation","account.spec.js","",""
"","1749","TC-TXN-01 | Account activity page loads after clicking account","firefox","2026-06-05","passed","2026-06-05","Block 1 — Account Activity Page Load","transaction.spec.js","",""
"","2696","TC-BILL-15 | Bill pay page accessible via left nav link","chromium","2026-05-29","passed","2026-05-29","Block 5 — Navigation","bill.spec.js","",""
"","85","TC-API-05 | Accounts endpoint returns 200","chromium","2026-06-05","passed","2026-06-05","Block 2 — Customer Accounts","ADD_ON_api.spec.js","",""
"","131792","TC-PROF-15 | Profile link is visible in left nav after login","chromium","2026-06-05","passed","2026-06-05","Block 5 — Navigation","profile.spec.js","",""
"","2925","TC-LOAN-09 | Loan amount input accepts numeric value","chromium","2026-05-29","passed","2026-05-29","Block 3 — Account Dropdown","loan.spec.js","",""
"","1489","TC-TRF-15 | Transfer link in left nav is visible after login","webkit","2026-06-05","passed","2026-06-05","Block 5 — Navigation","transfer.spec.js","",""
"","1799","TC-PROF-12 | Updating profile shows response","webkit","2026-06-05","passed","2026-06-05","Block 4 — Update Profile","profile.spec.js","",""
"","1053","TC-TRF-02 | Amount input field is visible","chromium","2026-06-05","passed","2026-06-05","Block 1 — Transfer Page UI","transfer.spec.js","",""
"","1214","TC-TXN-07 | Transaction table content is not empty","chromium","2026-06-05","passed","2026-06-05","Block 2 — Transaction Table","transaction.spec.js","",""
"","1321","TC-BILL-01 | Bill pay page loads after login","firefox","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_bill.spec.js","",""
"","82","TC-API-11 | Account detail contains type field","chromium","2026-06-05","passed","2026-06-05","Block 3 — Account Details","ADD_ON_api.spec.js","",""
"","803","TC-AUTH-05 | Register link is visible on homepage","firefox","2026-06-05","passed","2026-06-05","Block 1 — Login Page UI Verification","auth.spec.js","",""
"","1551","TC-PROF-03 | Profile page contains relevant text","webkit","2026-06-05","passed","2026-06-05","Block 1 — Page Load","profile.spec.js","",""
"","67","TC-API-12 | Invalid account id returns non-200 status","webkit","2026-06-05","passed","2026-06-05","Block 3 — Account Details","ADD_ON_api.spec.js","",""
"","1816","TC-PROF-13 | Profile update response contains success related text","webkit","2026-06-05","passed","2026-06-05","Block 4 — Update Profile","profile.spec.js","",""
"","418","TC-API-01 | Login endpoint returns 200 for valid credentials","chromium","2026-06-05","passed","2026-06-05","Block 1 — Login API","ADD_ON_api.spec.js","",""
"","1084","TC-PROF-14 | Updating with changed data shows response","chromium","2026-06-05","passed","2026-06-05","Block 4 — Update Profile","profile.spec.js","",""
"","237","TC-API-03 | Login response contains first name","chromium","2026-05-29","passed","2026-05-29","Block 1 — Login API","api.spec.js","",""
"","5914","TC-AUTH-12 | SQL injection attempt does not log in","firefox","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","1414","TC-LOAN-02 | Right panel is visible on loan page","firefox","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_loan.spec.js","",""
"","131851","TC-TRF-01 | Transfer page loads after login","chromium","2026-06-05","passed","2026-06-05","Block 1 — Transfer Page UI","transfer.spec.js","",""
"","1545","TC-BILL-01 | Bill pay page loads after login","webkit","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_bill.spec.js","",""
"","67993","TC-LOAN-08 | From account dropdown loads options","chromium","2026-06-05","passed","2026-06-05","Block 3 — Account Dropdown","ADD_ON_loan.spec.js","",""
"","6195","TC-AUTH-12 | SQL injection attempt does not log in","webkit","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","991","TC-LOAN-02 | Right panel is visible on loan page","chromium","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_loan.spec.js","",""
"","1041","TC-BILL-03 | Bill pay page title contains relevant text","chromium","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_bill.spec.js","",""
"","981","TC-AUTH-05 | Register link is visible on homepage","webkit","2026-06-05","passed","2026-06-05","Block 1 — Login Page UI Verification","auth.spec.js","",""
"","1540","TC-LOAN-16 | Down payment input accepts numeric value","webkit","2026-06-05","passed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_loan.spec.js","",""
"","237","TC-API-14 | Transactions response is an array","chromium","2026-05-29","passed","2026-05-29","Block 4 — Transactions","api.spec.js","",""
"","1065","TC-BILL-07 | Account number input is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_bill.spec.js","",""
"","2075","TC-PROF-14 | Updating with changed data shows response","webkit","2026-06-05","passed","2026-06-05","Block 4 — Update Profile","profile.spec.js","",""
"","1870","TC-BILL-13 | Submitting empty form shows page response","webkit","2026-06-05","passed","2026-06-05","Block 4 — Payment Submit","ADD_ON_bill.spec.js","",""
"","1166","TC-TRF-10 | Small amount transfer succeeds","chromium","2026-06-05","passed","2026-06-05","Block 3 — Valid Transfer","transfer.spec.js","",""
"","1575","TC-TRF-01 | Transfer page loads after login","webkit","2026-06-05","passed","2026-06-05","Block 1 — Transfer Page UI","transfer.spec.js","",""
"","2418","TC-PROF-17 | State and zip fields are present on profile page","firefox","2026-06-05","passed","2026-06-05","Block 5 — Navigation","profile.spec.js","",""
"","996","TC-LOAN-03 | Loan page content contains relevant text","chromium","2026-06-05","passed","2026-06-05","Block 1 — Page Load","ADD_ON_loan.spec.js","",""
"","929","TC-ACCT-03 | Account table is visible","chromium","2026-06-05","passed","2026-06-05","Block 1 — Page Load","account.spec.js","",""
"","2503","TC-ACCT-06 | Clicking first account navigates to activity page","firefox","2026-06-05","passed","2026-06-05","Block 2 — Account Links","account.spec.js","",""
"","1008","TC-BILL-16 | Payee name input accepts and retains text value","chromium","2026-06-05","passed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_bill.spec.js","",""
"","1707","TC-TXN-08 | Transaction table has Date column header","firefox","2026-06-05","passed","2026-06-05","Block 2 — Transaction Table","transaction.spec.js","",""
"","242","TC-API-06 | Accounts response is an array","chromium","2026-05-29","passed","2026-05-29","Block 2 — Customer Accounts","api.spec.js","",""
"","881","TC-PROF-17 | State and zip fields are present on profile page","chromium","2026-06-05","passed","2026-06-05","Block 5 — Navigation","profile.spec.js","",""
"","1053","TC-AUTH-02 | Username input is visible","webkit","2026-06-05","passed","2026-06-05","Block 1 — Login Page UI Verification","auth.spec.js","",""
"","1567","TC-LOAN-13 | Applying with zero amount shows response","firefox","2026-06-05","passed","2026-06-05","Block 4 — Loan Application","ADD_ON_loan.spec.js","",""
"","1476","TC-TRF-02 | Amount input field is visible","firefox","2026-06-05","passed","2026-06-05","Block 1 — Transfer Page UI","transfer.spec.js","",""
"","1476","TC-AUTH-08 | Account Services heading visible after login","webkit","2026-06-05","passed","2026-06-05","Block 2 — Valid Login","auth.spec.js","",""
"","1025","TC-ACCT-12 | Clicking overview link stays on overview page","chromium","2026-06-05","passed","2026-06-05","Block 4 — Navigation","account.spec.js","",""
"","990","TC-AUTH-04 | Log In button is visible","webkit","2026-06-05","passed","2026-06-05","Block 1 — Login Page UI Verification","auth.spec.js","",""
"","3143","TC-BILL-08 | Send Payment button is visible","chromium","2026-05-29","passed","2026-05-29","Block 2 — Form Fields","bill.spec.js","",""
"","1627","TC-LOAN-14 | Loan request link is visible in left nav","webkit","2026-06-05","passed","2026-06-05","Block 5 — Navigation","ADD_ON_loan.spec.js","",""
"","96","TC-API-06 | Accounts response is an array","firefox","2026-06-05","passed","2026-06-05","Block 2 — Customer Accounts","ADD_ON_api.spec.js","",""
"","3063","TC-LOAN-11 | Loan response contains loan related text","chromium","2026-05-29","passed","2026-05-29","Block 4 — Loan Application","loan.spec.js","",""
"","1064","TC-TRF-07 | To account dropdown has at least one account","chromium","2026-06-05","passed","2026-06-05","Block 2 — Account Dropdowns","transfer.spec.js","",""
"","1047","TC-PROF-16 | Profile page accessible via left nav link","chromium","2026-06-05","passed","2026-06-05","Block 5 — Navigation","profile.spec.js","",""
"","903","TC-BILL-14 | Bill pay link is visible in left nav after login","chromium","2026-06-05","passed","2026-06-05","Block 5 — Navigation","ADD_ON_bill.spec.js","",""
"","2501","TC-BILL-05 | Address input is visible","firefox","2026-06-05","passed","2026-06-05","Block 2 — Form Fields","ADD_ON_bill.spec.js","",""
"","1064","TC-PROF-10 | First name field is pre-filled","chromium","2026-06-05","passed","2026-06-05","Block 3 — Pre-filled Data","profile.spec.js","",""
"","978","TC-ACCT-05 | Account links are visible in table","chromium","2026-06-05","passed","2026-06-05","Block 2 — Account Links","account.spec.js","",""
"","2437","TC-LOAN-19 | Loan amount input can be cleared and re-entered","firefox","2026-06-05","passed","2026-06-05","Block 6 — Input Validation & UI State","ADD_ON_loan.spec.js","",""
"","1212","TC-TXN-14 | Find Transactions button is visible","chromium","2026-06-05","passed","2026-06-05","Block 4 — Amount Filter","transaction.spec.js","",""
"","1470","TC-BILL-15 | Bill pay page accessible via left nav link","firefox","2026-06-05","passed","2026-06-05","Block 5 — Navigation","ADD_ON_bill.spec.js","",""
"","1598","TC-ACCT-03 | Account table is visible","webkit","2026-06-05","passed","2026-06-05","Block 1 — Page Load","account.spec.js","",""
"","1758","TC-AUTH-13 | Logout returns to login page","webkit","2026-06-05","passed","2026-06-05","Block 4 — Logout","auth.spec.js","",""
"","235","TC-API-12 | Invalid account id returns non-200 status","chromium","2026-05-29","passed","2026-05-29","Block 3 — Account Details","api.spec.js","",""
"","887","TC-ACCT-11 | Accounts Overview link is visible after login","chromium","2026-06-05","passed","2026-06-05","Block 4 — Navigation","account.spec.js","",""
"","3047","TC-LOAN-10 | Applying for loan shows response","chromium","2026-05-29","passed","2026-05-29","Block 4 — Loan Application","loan.spec.js","",""
"","736","TC-AUTH-16 | First name field is visible on register page","firefox","2026-06-05","passed","2026-06-05","Block 5 — Registration Page","auth.spec.js","",""
"","1095","TC-TRF-06 | To account dropdown is visible","chromium","2026-06-05","passed","2026-06-05","Block 2 — Account Dropdowns","transfer.spec.js","",""
"","2960","TC-LOAN-12 | Applying with large amount shows response","chromium","2026-05-29","passed","2026-05-29","Block 4 — Loan Application","loan.spec.js","",""
"","695","TC-AUTH-11 | Empty credentials show error","chromium","2026-06-05","passed","2026-06-05","Block 3 — Invalid Login","auth.spec.js","",""
"","1471","TC-PROF-16 | Profile page accessible via left nav link","firefox","2026-06-05","passed","2026-06-05","Block 5 — Navigation","profile.spec.js","",""
"","1401","TC-AUTH-06 | Valid credentials redirect to account overview","webkit","2026-06-05","passed","2026-06-05","Block 2 — Valid Login","auth.spec.js","",""
"","1110","TC-TRF-16 | Transfer page accessible from left nav","chromium","2026-06-05","passed","2026-06-05","Block 5 — Navigation","transfer.spec.js","",""
